,index,name,metal_complex,SMILES,max_absorption_peak,max_emission_peak,solvant_spectrum,molar_extinction_coefficient,quantum_yield_fluorescence,max_phosphorescence_peak,quantum_yield_singlet_oxygen,solvant_quantum_yield,energy_level_exited_triplet_state,energy_level_HUMO,energy_level_LUMO,difference_HOMO_and_LUMO,method_for_HOMO/LUMO,all_absoption_peaks,reference_DOI
706,2_440,TMBDP,FALSE,CC2=C1N(C(C)=C2[H])[B](F)(F)[N](C(C(C)=C3[H])=C1)=C3C,507,511,n-hexane,,0.96,,0.041,hexane,,,,,,,10.1016/j.jphotochem.2017.07.019
707,2_440,TMBDP,FALSE,CC2=C1N(C(C)=C2[H])[B](F)(F)[N](C(C(C)=C3[H])=C1)=C3C,507,513,DCM,,0.93,,0.076,DCM,,,,,,,10.1016/j.jphotochem.2017.07.019
708,2_440,TMBDP,FALSE,CC2=C1N(C(C)=C2[H])[B](F)(F)[N](C(C(C)=C3[H])=C1)=C3C,504,510,Ethanol,,0.97,,0.047,Ethanol,,,,,,,10.1016/j.jphotochem.2017.07.019
709,2_441,TMBDP-Dimer,FALSE,CC2=C1N(C(C)=C2C5=C3[N]([B](F)(F)N6C5=C(C)C([H])=C6C)=C(C)C([H])=C3C)[B](F)(F)[N](C(C(C)=C4[H])=C1)=C4C,509,527,n-hexane,,0.87,,0.13,hexane,,,,,,,10.1016/j.jphotochem.2017.07.019
710,2_441,TMBDP-Dimer,FALSE,CC2=C1N(C(C)=C2C5=C3[N]([B](F)(F)N6C5=C(C)C([H])=C6C)=C(C)C([H])=C3C)[B](F)(F)[N](C(C(C)=C4[H])=C1)=C4C,511,528,DCM,,0.0029,,0.45,DCM,,,,,,,10.1016/j.jphotochem.2017.07.019
711,2_441,TMBDP-Dimer,FALSE,CC2=C1N(C(C)=C2C5=C3[N]([B](F)(F)N6C5=C(C)C([H])=C6C)=C(C)C([H])=C3C)[B](F)(F)[N](C(C(C)=C4[H])=C1)=C4C,506,521,Ethanol,,0.0016,,0.1,Ethanol,,,,,,,10.1016/j.jphotochem.2017.07.019
712,2_442,I2-TMBDP,FALSE,CC2=C1N(C(C)=C2I)[B](F)(F)[N](C(C(C)=C3I)=C1)=C3C,541,551,n-hexane,,0.056,,0.95,hexane,,,,,,,10.1016/j.jphotochem.2017.07.019
713,2_442,I2-TMBDP,FALSE,CC2=C1N(C(C)=C2I)[B](F)(F)[N](C(C(C)=C3I)=C1)=C3C,540,554,DCM,,0.041,,0.96,DCM,,,,,,,10.1016/j.jphotochem.2017.07.019
714,2_442,I2-TMBDP,FALSE,CC2=C1N(C(C)=C2I)[B](F)(F)[N](C(C(C)=C3I)=C1)=C3C,534,552,Ethanol,,0.026,,0.98,Ethanol,,,,,,,10.1016/j.jphotochem.2017.07.019
715,2_443,I3-TMBDP-Dimer,FALSE,CC2=C1N(C(C)=C2C5=C3[N]([B](F)(F)N6C5=C(C)C(I)=C6C)=C(C)C(I)=C3C)[B](F)(F)[N](C(C(C)=C4I)=C1)=C4C,539,556,n-hexane,,0.043,,0.95,hexane,,,,,,,10.1016/j.jphotochem.2017.07.019
716,2_443,I3-TMBDP-Dimer,FALSE,CC2=C1N(C(C)=C2C5=C3[N]([B](F)(F)N6C5=C(C)C(I)=C6C)=C(C)C(I)=C3C)[B](F)(F)[N](C(C(C)=C4I)=C1)=C4C,538,561,DCM,,0.021,,0.84,DCM,,,,,,,10.1016/j.jphotochem.2017.07.019
717,2_443,I3-TMBDP-Dimer,FALSE,CC2=C1N(C(C)=C2C5=C3[N]([B](F)(F)N6C5=C(C)C(I)=C6C)=C(C)C(I)=C3C)[B](F)(F)[N](C(C(C)=C4I)=C1)=C4C,533,551,Ethanol,,0.01,,0.88,Ethanol,,,,,,,10.1016/j.jphotochem.2017.07.019
718,2_444,BDP,FALSE,CC2=C1N(C(C)=C2)[B](F)(F)[N](C(C(C)=C3)=C1)=C3C,493,510,MeOH,92500,0.77,,,,,-5.13,-2.64,-2.49,electrochemistry,,10.1039/C6PP00307A
719,2_445,BDP-DPA,FALSE,CC3=C1N(C(C)=C3)[B](F)(F)[N](C(C(C)=C4)=C1CN(CC5=CC=CC=N5)CC2=NC=CC=C2)=C4C,495,511,MeOH,74400,0.17,,,,,-5.12,-2.67,-2.48,electrochemistry,,10.1039/C6PP00307A
720,2_446,BDP,FALSE,F[B@@-]([N+]2=CC=CC2=C3)(F)N1C3=CC=C1,502,509,n-hexane,,0.92,,0.12,air-saturated n-hexane,,,,,,,10.1016/j.jlumin.2019.04.050
721,2_446,BDP,FALSE,F[B@@-]([N+]2=CC=CC2=C3)(F)N1C3=CC=C1,505,512,CHCl3,,0.95,,0.13,air-saturated CHCl3,,,,,,,10.1016/j.jlumin.2019.04.050
722,2_446,BDP,FALSE,F[B@@-]([N+]2=CC=CC2=C3)(F)N1C3=CC=C1,498,507,ethanol,,0.92,,0.13,air-saturated ethanol,,,,,,,10.1016/j.jlumin.2019.04.050
723,2_446,BDP,FALSE,F[B@@-]([N+]2=CC=CC2=C3)(F)N1C3=CC=C1,500,510,MeCN,,0.93,,0.12,air-saturated MeCN,,,,,,,10.1016/j.jlumin.2019.04.050
724,2_446,BDP,FALSE,F[B@@-]([N+]2=CC=CC2=C3)(F)N1C3=CC=C1,496,505,methanol,,0.96,,0.082,air-saturated methanol,,,,,,,10.1016/j.jlumin.2019.04.050
725,2_447,BODIPY dye 4,FALSE,F[B-]([N+]2=C(C)C(Br)=C(C)C2=C3C4=C(Br)C(Br)=C(N)C(Br)=C4Br)(F)N1C3=C(C)C(Br)=C1C,532,548,DMSO,,0.09,,0.64,DMSO,,,,,,,10.1142/S108842461650070X
726,2_448,BODIPY dye 4-AuNPS,TRUE,F[B-2]([N]2=C(C)C(Br)=C(C)C2=C3C4=C(Br)C(Br)=C(N([H])[H])C(Br)=C4Br)(F)N1C3=C(C)C(Br)=C1C.F[B]6(F)[N]5=C(C)C(Br)=C(C)C5=C(C8=C(Br)C(Br)=C(N([H])[H])C(Br)=C8Br)C7=C(C)C(Br)=C(C)[NH+]67.F[B-]%10(F)[N]9=C(C)C(Br)=C(C)C9=C(C%12=C(Br)C(Br)=C(N([H])[H])C(Br)=C%12Br)C%11=C(C)C(Br)=C(C)[NH+]%10%11.CN(C)C.CN(C)C.CN(C)C.CCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC.[Au].[Br].[Br],539,557,DMSO,,0.02,,0.76,DMSO,,,,,,,10.1142/S108842461650070X
727,2_449,MA-BOP,FALSE,CC2=CC(C)=[N](C2=C3C4=CC=C(N(C6=CC=C(/C=C/C(OC)=O)C=C6)C5=CC=C(/C=C/C(OC)=O)C=C5)C=C4)[B](F)(F)N1C3=C(C)C=C1C,502,513625,dichloromethane,61800,0.0569,,0.2012,DPBF,,,,,,,10.1039/c9nj04166d
728,2_450,BDP-AN-1,FALSE,CC5=C2N(C(C)=C5)[B](F)(F)[N]1=C(C)C=C(C)C1=C2[C@@]3=[C@](C=CC=C6)[C@]6=[C@](C7=CC=CC=C7)[C@]4=[C@@]3C=CC=C4,508,521,toluene,90000,0.81,,0.1,toluene,,,,,,,10.1021/acs.orglett.7b02047
729,2_450,BDP-AN-1,FALSE,CC5=C2N(C(C)=C5)[B](F)(F)[N]1=C(C)C=C(C)C1=C2[C@@]3=[C@](C=CC=C6)[C@]6=[C@](C7=CC=CC=C7)[C@]4=[C@@]3C=CC=C4,506,595,dichloromethane,86000,0.02,,0.95,dichloromethane,,,,,,,10.1021/acs.orglett.7b02047
730,2_450,BDP-AN-1,FALSE,CC5=C2N(C(C)=C5)[B](F)(F)[N]1=C(C)C=C(C)C1=C2[C@@]3=[C@](C=CC=C6)[C@]6=[C@](C7=CC=CC=C7)[C@]4=[C@@]3C=CC=C4,503,641,acetonitrile,80000,0.007,,0.84,acetonitrile,,,,,,,10.1021/acs.orglett.7b02047
731,2_451,BDP-AN-2,FALSE,CC5=C2N(C(C)=C5)[B](F)(F)[N]1=C(C)C=C(C)C1=C2[C@@]3=[C@](C=CC=C6)[C@]6=C[C@]4=[C@@]3C=CC=C4,508,521,toluene,99000,0.84,,0.04,toluene,,,,,,,10.1021/acs.orglett.7b02047
732,2_451,BDP-AN-2,FALSE,CC5=C2N(C(C)=C5)[B](F)(F)[N]1=C(C)C=C(C)C1=C2[C@@]3=[C@](C=CC=C6)[C@]6=C[C@]4=[C@@]3C=CC=C4,506,518,dichloromethane,97000,0.14,,0.82,dichloromethane,,,,,,,10.1021/acs.orglett.7b02047
733,2_451,BDP-AN-2,FALSE,CC5=C2N(C(C)=C5)[B](F)(F)[N]1=C(C)C=C(C)C1=C2[C@@]3=[C@](C=CC=C6)[C@]6=C[C@]4=[C@@]3C=CC=C4,502,510,acetonitrile,87000,0.01,,0.86,acetonitrile,,,,,,,10.1021/acs.orglett.7b02047
734,2_452,BDP-AN-3,FALSE,F[B]2(F)[N]1=C(C)C=C(C)C1=C(C4=CC=CC=C4)C3=C(C)C(C5=C(C=CC=C7)C7=C[C@]6=[C@@]5C=CC=C6)=C(C)N23,516,556,toluene,80000,0.39,,0.2,toluene,,,,,,,10.1021/acs.orglett.7b02047
735,2_452,BDP-AN-3,FALSE,F[B]2(F)[N]1=C(C)C=C(C)C1=C(C4=CC=CC=C4)C3=C(C)C(C5=C(C=CC=C7)C7=C[C@]6=[C@@]5C=CC=C6)=C(C)N23,513,584,dichloromethane,78000,0.1,,0.24,dichloromethane,,,,,,,10.1021/acs.orglett.7b02047
736,2_452,BDP-AN-3,FALSE,F[B]2(F)[N]1=C(C)C=C(C)C1=C(C4=CC=CC=C4)C3=C(C)C(C5=C(C=CC=C7)C7=C[C@]6=[C@@]5C=CC=C6)=C(C)N23,510,627,acetonitrile,75000,0.02,,0.11,acetonitrile,,,,,,,10.1021/acs.orglett.7b02047
737,2_453,BDP-AN-4,FALSE,F[B]2(F)[N]1=C(C)C=C(C)C1=C(C4=CC=CC=C4)C3=C(C)C(C5=CC=[C@](C=[C@](C=CC=C7)C7=C6)C6=C5)=C(C)N23,520,568,toluene,87000,0.42,,0.11,toluene,,,,,,,10.1021/acs.orglett.7b02047
738,2_453,BDP-AN-4,FALSE,F[B]2(F)[N]1=C(C)C=C(C)C1=C(C4=CC=CC=C4)C3=C(C)C(C5=CC=[C@](C=[C@](C=CC=C7)C7=C6)C6=C5)=C(C)N23,517,575,dichloromethane,89000,0.2,,0.13,dichloromethane,,,,,,,10.1021/acs.orglett.7b02047
739,2_453,BDP-AN-4,FALSE,F[B]2(F)[N]1=C(C)C=C(C)C1=C(C4=CC=CC=C4)C3=C(C)C(C5=CC=[C@](C=[C@](C=CC=C7)C7=C6)C6=C5)=C(C)N23,513,587,acetonitrile,84000,0.04,,0.05,acetonitrile,,,,,,,10.1021/acs.orglett.7b02047
740,2_454, [(p-cym)Ru(bpy)(py-BODIPY)]2+ (1),TRUE,CC4=C2N(C(C)=C4[H])[B-]([N+]1=C(C)C([H])=C(C)C1=C2C3=CC=[N]([Ru@@]6(C)[N@]5=CC=CC=C5C7=[N@]6C=CC=C7)C=C3)(F)F.C[c@@]8cc[c@](C(C)C)cc8,504,521,CH3CN,62400,0.06,,0.05,air-saturated CH3CN,,,,,,,10.1039/c5dt01612f
741,2_454, [(p-cym)Ru(bpy)(py-BODIPY)]2+ (1),TRUE,CC4=C2N(C(C)=C4[H])[B-]([N+]1=C(C)C([H])=C(C)C1=C2C3=CC=[N]([Ru@@]6(C)[N@]5=CC=CC=C5C7=[N@]6C=CC=C7)C=C3)(F)F.C[c@@]8cc[c@](C(C)C)cc8,507,529,PBS:DMSO(8:1),65800,0.05,,0.05,air-saturated CH3CN,,,,,,,10.1039/c5dt01612f
742,2_455,[(p-cym)Ru(bpy)(py-I-BODIPY)]2+ (2),TRUE,CC4=C2N(C(C)=C4I)[B-]([N+]1=C(C)C(I)=C(C)C1=C2C3=CC=[N]([Ru@@]6(C)[N@]5=CC=CC=C5C7=[N@]6C=CC=C7)C=C3)(F)F.C[c@@]8cc[c@](C(C)C)cc8,542,574,CH3CN,40100,0.04,,0.68,air-saturated CH3CN,,,,,,,10.1039/c5dt01612f
743,2_455,[(p-cym)Ru(bpy)(py-I-BODIPY)]2+ (2),TRUE,CC4=C2N(C(C)=C4I)[B-]([N+]1=C(C)C(I)=C(C)C1=C2C3=CC=[N]([Ru@@]6(C)[N@]5=CC=CC=C5C7=[N@]6C=CC=C7)C=C3)(F)F.C[c@@]8cc[c@](C(C)C)cc8,545,578,PBS:DMSO(8:1),37200,0.03,,0.68,air-saturated CH3CN,,,,,,,10.1039/c5dt01612f
744,2_456,[(p-cym)Ru(2-pydaT)(py-I-BODIPY)]2+ (3),TRUE,C[c@@]1cc[c@](C(C)C)cc1.CC5=C3N(C(C)=C5I)[B-]([N+]2=C(C)C(I)=C(C)C2=C3C4=CC=[N]([Ru@@]7(C)[N@]6=C(N)N=C(N)N=C6C8=[N@]7C=CC=C8)C=C4)(F)F,540,568,CH3CN,39900,0.04,,0.63,air-saturated CH3CN,,,,,,,10.1039/c5dt01612f
745,2_456,[(p-cym)Ru(2-pydaT)(py-I-BODIPY)]2+ (3),TRUE,C[c@@]1cc[c@](C(C)C)cc1.CC5=C3N(C(C)=C5I)[B-]([N+]2=C(C)C(I)=C(C)C2=C3C4=CC=[N]([Ru@@]7(C)[N@]6=C(N)N=C(N)N=C6C8=[N@]7C=CC=C8)C=C4)(F)F,543,573,PBS:DMSO(8:1),36300,0.03,,0.63,air-saturated CH3CN,,,,,,,10.1039/c5dt01612f
746,2_457,BDPI-lyso,FALSE,CC(C(I)=C4C)=[N](C4=C3)[B](F)(F)N1C3=CC(I)=C1SC2=CC=CC=C2NC(CN5CCOCC5)=O,545,572,EtOH,41900,0.05,,0.95,EtOH,,,,,,,10.1039/c9Ob01242
747,2_457,BDPI-lyso,FALSE,CC(C(I)=C4C)=[N](C4=C3)[B](F)(F)N1C3=CC(I)=C1SC2=CC=CC=C2NC(CN5CCOCC5)=O,545,572,EtOH,41900,0.05,,0.51,"EtOH/PBS=1:1,pH=5.1",,,,,,,10.1039/c9Ob01242
748,2_457,BDPI-lyso,FALSE,CC(C(I)=C4C)=[N](C4=C3)[B](F)(F)N1C3=CC(I)=C1SC2=CC=CC=C2NC(CN5CCOCC5)=O,545,572,EtOH,41900,0.05,,0.38,"EtOH/PBS=1:1,pH=7.24",,,,,,,10.1039/c9Ob01242
749,2_458,BDP-1b,FALSE,F[B-]([N+]2=C(C)C=C(C)C2=C3C(F)(F)F)(F)N1C3=C(C)C=C1C,553,622,CHCl3,115700,,,,,,-6.79,-1.91,-4.88,theoretical,,10.1039/c9Ob00030e
750,2_459,BDP-3b,FALSE,F[B-]([N+]3=C(C=CS5)C5=C(C)C3=C4C(F)(F)F)(F)N1C4=C(C)C2=C1C=CS2,623,,THF,72200,,,,,,-6.76,-2.41,-4.35,theoretical,,10.1039/c9Ob00030e
751,2_460,"thieno[3,2-b]thiophene-fused BODIPY derivatives 1",FALSE,F[B-]([N+]3=C(C(SC=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=CS5)S2,690,693,Hexane,224600,0.21,,,,,-6.56,-2.46,-4.1,theoretical,,10.1039/c9Ob00030e
752,2_460,"thieno[3,2-b]thiophene-fused BODIPY derivatives 1",FALSE,F[B-]([N+]3=C(C(SC=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=CS5)S2,699,704,Toluene,216300,0.19,,,,,-6.56,-2.46,-4.1,theoretical,,10.1039/c9Ob00030e
753,2_460,"thieno[3,2-b]thiophene-fused BODIPY derivatives 1",FALSE,F[B-]([N+]3=C(C(SC=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=CS5)S2,695,701,DCM,204500,0.21,,,,,-6.56,-2.46,-4.1,theoretical,,10.1039/c9Ob00030e
754,2_460,"thieno[3,2-b]thiophene-fused BODIPY derivatives 1",FALSE,F[B-]([N+]3=C(C(SC=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=CS5)S2,694,699,THF,194700,0.13,,,,,-6.56,-2.46,-4.1,theoretical,,10.1039/c9Ob00030e
755,2_460,"thieno[3,2-b]thiophene-fused BODIPY derivatives 1",FALSE,F[B-]([N+]3=C(C(SC=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=CS5)S2,689,698,MeOH,175800,0.09,,,,,-6.56,-2.46,-4.1,theoretical,,10.1039/c9Ob00030e
756,2_460,"thieno[3,2-b]thiophene-fused BODIPY derivatives 1",FALSE,F[B-]([N+]3=C(C(SC=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=CS5)S2,688,698,MeCN,174100,0.09,,,,,-6.56,-2.46,-4.1,theoretical,,10.1039/c9Ob00030e
757,2_461,"thieno[3,2-b]thiophene-fused BODIPY derivatives 2",FALSE,F[B-]([N+]3=C(C(SC(I)=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=C(I)S5)S2,714,716,Hexane,233300,0.03,,,,,-6.67,-2.65,-4.02,theoretical,,10.1039/c9Ob00030e
758,2_461,"thieno[3,2-b]thiophene-fused BODIPY derivatives 2",FALSE,F[B-]([N+]3=C(C(SC(I)=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=C(I)S5)S2,726,732,Toluene,250400,0.07,,,,,-6.67,-2.65,-4.02,theoretical,,10.1039/c9Ob00030e
759,2_461,"thieno[3,2-b]thiophene-fused BODIPY derivatives 2",FALSE,F[B-]([N+]3=C(C(SC(I)=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=C(I)S5)S2,720,728,DCM,234900,0.07,,,,,-6.67,-2.65,-4.02,theoretical,,10.1039/c9Ob00030e
760,2_461,"thieno[3,2-b]thiophene-fused BODIPY derivatives 2",FALSE,F[B-]([N+]3=C(C(SC(I)=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=C(I)S5)S2,721,724,THF,222400,0.04,,,,,-6.67,-2.65,-4.02,theoretical,,10.1039/c9Ob00030e
761,2_461,"thieno[3,2-b]thiophene-fused BODIPY derivatives 2",FALSE,F[B-]([N+]3=C(C(SC(I)=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=C(I)S5)S2,714,721,MeOH,175800,0.03,,,,,-6.67,-2.65,-4.02,theoretical,,10.1039/c9Ob00030e
762,2_461,"thieno[3,2-b]thiophene-fused BODIPY derivatives 2",FALSE,F[B-]([N+]3=C(C(SC(I)=C7)=C7S6)C6=CC3=C4C(F)(F)F)(F)N1C4=CC2=C1C5=C(C=C(I)S5)S2,713,721,MeCN,213700,0.07,,,,,-6.67,-2.65,-4.02,theoretical,,10.1039/c9Ob00030e
763,2_462,BODIPY sensitizers1,FALSE,[H]C2=C1[N]([B@@](F)(F)N3C2=C(Br)C(Br)=C3[H])=C(C)C(CC)=C1C,488,,air-equilibrated acetonitrile,31300,,,0.9,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
764,2_463,BODIPY sensitizers2,FALSE,[H]C2=C1[N]([B@@](F)(F)N3C2=C([H])C(Br)=C3Br)=C(C)C(CC)=C1C,509,,air-equilibrated acetonitrile,33100,,,0.6,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
765,2_464,BODIPY sensitizers3,FALSE,[H]C2=C1[N]([B@@](F)(F)N3C2=C(I)C(I)=C3[H])=C(C)C(CC)=C1C,503,,air-equilibrated acetonitrile,24400,,,0.99,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
766,2_465,BODIPY sensitizers4,FALSE,[H]C2=C1[N]([B@@](F)(F)N3C2=C([H])C(I)=C3I)=C(C)C(CC)=C1C,521,,air-equilibrated acetonitrile,28800,,,0.6,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
767,2_466,BODIPY sensitizers5,FALSE,[H]C2=C1[N]([B@@](F)(F)N3C2=C(I)C(I)=C3I)=C(C)C(CC)=C1C,525,,air-equilibrated acetonitrile,33900,,,0.6,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
768,2_467,BODIPY sensitizers6,FALSE,[H]C3=[N]2C(C([H])=C3Br)=C([4-tolyl])C1=C([H])C(Br)=C([H])N1[B@](F)2F,531,,air-equilibrated acetonitrile,46200,,,0.57,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
769,2_468,BODIPY sensitizers7,FALSE,BrC3=[N]2C(C([H])=C3[H])=C([4-tolyl])C1=C([H])C([H])=C(Br)N1[B@](F)2F,515,,air-equilibrated acetonitrile,75700,,,0.26,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
770,2_469,BODIPY sensitizers8,FALSE,BrC3=[N]2C(C([H])=C3Br)=C([4-tolyl])C1=C([H])C(Br)=C(Br)N1[B@](F)2F,546,,air-equilibrated acetonitrile,57300,,,0.58,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
771,2_470,BODIPY sensitizers9,FALSE,BrC3=[N]2C(C(Br)=C3Br)=C([4-tolyl])C1=C(Br)C(Br)=C(Br)N1[B@](F)2F,544,,air-equilibrated acetonitrile,70500,,,0.47,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
772,2_471,BODIPY sensitizers10,FALSE,BrC1=C(Br)C(C(C(OCC)=O)C(OCC)=O)=[N]3C1=C([4-tolyl])C2=C(Br)C(Br)=C(C(C(OCC)=O)C(OCC)=O)N2[B@](F)3F,534,,air-equilibrated acetonitrile,23200,,,0.16,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
773,2_472,BODIPY sensitizers11,FALSE,IC3=[N]2C(C([H])=C3I)=C([4-tolyl])C1=C([H])C(I)=C(C(C(OCC)=O)C(OCC)=O)N1[B@](F)2F,559,,air-equilibrated acetonitrile,39200,,,0.81,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
774,2_473,BODIPY sensitizers12,FALSE,IC3=[N]2C(C([H])=C3I)=C([4-tolyl])C1=C([H])C(I)=C(NCCC(O)=O)N1[B@](F)2F,497,,air-equilibrated acetonitrile,30800,,,0.77,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
775,2_474,BODIPY sensitizers13,FALSE,IC3=[N]2C(C([H])=C3I)=C([4-tolyl])C1=C([H])C(I)=C([NH-p-(C6H4)OMe])N1[B@](F)2F,518,,air-equilibrated acetonitrile,14800,,,0.014,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
776,2_475,BODIPY sensitizers14,FALSE,IC3=[N]2C(C([H])=C3I)=C([4-tolyl])C1=C([H])C(I)=C(I)N1[B@](F)2F,573,,air-equilibrated acetonitrile,43800,,,0.94,air-equilibrated acetonitrile,,,,,,,10.1039/c6cp06448e
777,2_476,Ir-1,TRUE,CC1=CC(/C=C/C5=CC=C(OC)C=C5)=[N]([B](F)(F)N4C3=C(C)C(C#CC6=C[N]([Ir]%10(C%12=C%13C=CC=C%12)([N]%14=C%13C=CC=C%14)8[N]9=CC=CC=C9C%11=C%10C=CC=C%11)=C(C7=[N]8C=CC=C7)C=C6)=C4C)C1=C3C2=CC=CC=C2,606,624,toluene,113800,0.399,,0.53,CH2Cl2,,,,,,,10.1039/c4tb00284a
778,2_476,Ir-1,TRUE,CC1=CC(/C=C/C5=CC=C(OC)C=C5)=[N]([B](F)(F)N4C3=C(C)C(C#CC6=C[N]([Ir]%10(C%12=C%13C=CC=C%12)([N]%14=C%13C=CC=C%14)8[N]9=CC=CC=C9C%11=C%10C=CC=C%11)=C(C7=[N]8C=CC=C7)C=C6)=C4C)C1=C3C2=CC=CC=C2,602,624,dichloromethane,117600,0.047,,0.53,CH2Cl2,,,,,,,10.1039/c4tb00284a
779,2_476,Ir-1,TRUE,CC1=CC(/C=C/C5=CC=C(OC)C=C5)=[N]([B](F)(F)N4C3=C(C)C(C#CC6=C[N]([Ir]%10(C%12=C%13C=CC=C%12)([N]%14=C%13C=CC=C%14)8[N]9=CC=CC=C9C%11=C%10C=CC=C%11)=C(C7=[N]8C=CC=C7)C=C6)=C4C)C1=C3C2=CC=CC=C2,594,615,methanol,118900,0.069,,0.53,CH2Cl2,,,,,,,10.1039/c4tb00284a
780,2_476,Ir-1,TRUE,CC1=CC(/C=C/C5=CC=C(OC)C=C5)=[N]([B](F)(F)N4C3=C(C)C(C#CC6=C[N]([Ir]%10(C%12=C%13C=CC=C%12)([N]%14=C%13C=CC=C%14)8[N]9=CC=CC=C9C%11=C%10C=CC=C%11)=C(C7=[N]8C=CC=C7)C=C6)=C4C)C1=C3C2=CC=CC=C2,593,616,acetonitrile,113300,0.117,,0.53,CH2Cl2,,,,,,,10.1039/c4tb00284a
781,2_477,Ir-2,TRUE,CC1=CC(/C=C/C6=CC=C(OC)C=C6)=[N]([B](F)(F)N4C3=C(C)C(C#CC7=C[N]([Ir]%11(C%13=C%14C=CC=C%13)([N]%15=C%14C=CC=C%15)9[N]%10=CC=CC=C%10C%12=C%11C=CC=C%12)=C(C8=[N]9C=CC=C8)C=C7)=C4/C=C/C5=CC=C(OC)C=C5)C1=C3C2=CC=CC=C2,664,691,toluene,89600,0.132,,0.81,CH2Cl2,,,,,,,10.1039/c4tb00284a
782,2_477,Ir-2,TRUE,CC1=CC(/C=C/C6=CC=C(OC)C=C6)=[N]([B](F)(F)N4C3=C(C)C(C#CC7=C[N]([Ir]%11(C%13=C%14C=CC=C%13)([N]%15=C%14C=CC=C%15)9[N]%10=CC=CC=C%10C%12=C%11C=CC=C%12)=C(C8=[N]9C=CC=C8)C=C7)=C4/C=C/C5=CC=C(OC)C=C5)C1=C3C2=CC=CC=C2,653,678,dichloromethane,98200,0.06,,0.81,CH2Cl2,,,,,,,10.1039/c4tb00284a
783,2_477,Ir-2,TRUE,CC1=CC(/C=C/C6=CC=C(OC)C=C6)=[N]([B](F)(F)N4C3=C(C)C(C#CC7=C[N]([Ir]%11(C%13=C%14C=CC=C%13)([N]%15=C%14C=CC=C%15)9[N]%10=CC=CC=C%10C%12=C%11C=CC=C%12)=C(C8=[N]9C=CC=C8)C=C7)=C4/C=C/C5=CC=C(OC)C=C5)C1=C3C2=CC=CC=C2,647,673,methanol,97900,0.104,,0.81,CH2Cl2,,,,,,,10.1039/c4tb00284a
784,2_477,Ir-2,TRUE,CC1=CC(/C=C/C6=CC=C(OC)C=C6)=[N]([B](F)(F)N4C3=C(C)C(C#CC7=C[N]([Ir]%11(C%13=C%14C=CC=C%13)([N]%15=C%14C=CC=C%15)9[N]%10=CC=CC=C%10C%12=C%11C=CC=C%12)=C(C8=[N]9C=CC=C8)C=C7)=C4/C=C/C5=CC=C(OC)C=C5)C1=C3C2=CC=CC=C2,646,674,acetonitrile,89600,0.138,,0.81,CH2Cl2,,,,,,,10.1039/c4tb00284a
785,2_478,Ir-3,TRUE,CC1=CC(/C=C/C5=CC=C(N(C)C)C=C5)=[N]([B](F)(F)N4C3=C(C)C(C#CC6=C[N]([Ir]%10(C%12=C%13C=CC=C%12)([N]%14=C%13C=CC=C%14)8[N]9=CC=CC=C9C%11=C%10C=CC=C%11)=C(C7=[N]8C=CC=C7)C=C6)=C4C)C1=C3C2=CC=CC=C2,644,683,toluene,98900,0.326,,0.06,CH2Cl2,,,,,,,10.1039/c4tb00284a
